gene_name	gencode_protein_id	gencode_transcript_id	gencode_length	uniprot_id	uniprot_entry_name	uniprot_protein_name	uniprot_length	length_difference	function	subcellular_location	go_bp_count	go_mf_count	keywords_count	domains_count
EXOC6	ENSP00000500529.1	ENST00000671701.1	799	Q8TAG9	EXOC6_HUMAN	Exocyst complex component 6	804	5	Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane. Together with RAB11A, RAB3IP, RAB8A, PARD3, PRKCI, ANXA2, CDC42 and DNMBP promotes transcytosis of PODXL to the apical membrane initiation sites (AMIS), apical surface formation and lumenogenesis (By similarity)	Cytoplasm; Cytoplasm, perinuclear region; Cell projection, growth cone; Midbody, Midbody ring	0	0	8	0
EXOC6	ENSP00000500468.1	ENST00000672817.1	799	Q8TAG9	EXOC6_HUMAN	Exocyst complex component 6	804	5	Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane. Together with RAB11A, RAB3IP, RAB8A, PARD3, PRKCI, ANXA2, CDC42 and DNMBP promotes transcytosis of PODXL to the apical membrane initiation sites (AMIS), apical surface formation and lumenogenesis (By similarity)	Cytoplasm; Cytoplasm, perinuclear region; Cell projection, growth cone; Midbody, Midbody ring	0	0	8	0
EXOC6	ENSP00000360607.4	ENST00000371552.8	799	Q8TAG9	EXOC6_HUMAN	Exocyst complex component 6	804	5	Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane. Together with RAB11A, RAB3IP, RAB8A, PARD3, PRKCI, ANXA2, CDC42 and DNMBP promotes transcytosis of PODXL to the apical membrane initiation sites (AMIS), apical surface formation and lumenogenesis (By similarity)	Cytoplasm; Cytoplasm, perinuclear region; Cell projection, growth cone; Midbody, Midbody ring	0	0	8	0
EXOC6	ENSP00000396206.2	ENST00000443748.6	701	E7EW84	E7EW84_HUMAN	Exocyst complex component	701	0	Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane		0	0	5	2
EXOC6	ENSP00000360598.1	ENST00000371543.5	153	E7EW84	E7EW84_HUMAN	Exocyst complex component	701	548	Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane		0	0	5	2
EXOC6	ENSP00000260762.6	ENST00000260762.10	804	Q8TAG9	EXOC6_HUMAN	Exocyst complex component 6	804	0	Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane. Together with RAB11A, RAB3IP, RAB8A, PARD3, PRKCI, ANXA2, CDC42 and DNMBP promotes transcytosis of PODXL to the apical membrane initiation sites (AMIS), apical surface formation and lumenogenesis (By similarity)	Cytoplasm; Cytoplasm, perinuclear region; Cell projection, growth cone; Midbody, Midbody ring	0	0	8	0
EXOC6	ENSP00000398982.1	ENST00000458552.1	72	E7EW84	E7EW84_HUMAN	Exocyst complex component	701	629	Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane		0	0	5	2
FOLR3	ENSP00000481833.1	ENST00000622388.4	178	P41439	FOLR3_HUMAN	Folate receptor gamma	245	67	Binds to folate and reduced folic acid derivatives and mediates delivery of 5-methyltetrahydrofolate to the interior of cells. Isoform Short does not bind folate	Secreted	0	0	9	0
FOLR3	ENSP00000481114.1	ENST00000611028.3	245	P41439	FOLR3_HUMAN	Folate receptor gamma	245	0	Binds to folate and reduced folic acid derivatives and mediates delivery of 5-methyltetrahydrofolate to the interior of cells. Isoform Short does not bind folate	Secreted	0	0	9	0
FOLR3	ENSP00000446279.1	ENST00000546166.1	74	P41439	FOLR3_HUMAN	Folate receptor gamma	245	171	Binds to folate and reduced folic acid derivatives and mediates delivery of 5-methyltetrahydrofolate to the interior of cells. Isoform Short does not bind folate	Secreted	0	0	9	0
H4C2	ENSP00000366974.2	ENST00000377745.5	103	P62805	H4_HUMAN	Histone H4	103	0	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling	Nucleus; Chromosome	0	0	18	0
HBA1	ENSP00000322421.5	ENST00000320868.9	142	P69905	HBA_HUMAN	Hemoglobin subunit alpha	142	0	Hemopressin acts as an antagonist peptide of the cannabinoid receptor CNR1 (PubMed:18077343). Hemopressin-binding efficiently blocks cannabinoid receptor CNR1 and subsequent signaling (PubMed:18077343)		0	0	15	1
HBA1	ENSP00000380899.1	ENST00000397797.1	110	G3V1N2	G3V1N2_HUMAN		110	0	Involved in oxygen transport from the lung to the various peripheral tissues		0	0	7	1
IGSF6	ENSP00000268389.4	ENST00000268389.6	241	O95976	IGSF6_HUMAN	Immunoglobulin superfamily member 6	241	0		Membrane	0	0	8	1
IGSF6	ENSP00000454916.1	ENST00000569602.1	120	H3BNM0	H3BNM0_HUMAN		120	0			0	0	5	0
IL1RN	ENSP00000354816.3	ENST00000361779.7	143	P18510	IL1RA_HUMAN	Interleukin-1 receptor antagonist protein	177	34	Anti-inflammatory antagonist of interleukin-1 family of proinflammatory cytokines such as interleukin-1beta/IL1B and interleukin-1alpha/IL1A. Protects from immune dysregulation and uncontrolled systemic inflammation triggered by IL1 for a range of innate stimulatory agents such as pathogens	Cytoplasm	0	0	11	0
IL1RN	ENSP00000259206.5	ENST00000259206.9	180	P18510	IL1RA_HUMAN	Interleukin-1 receptor antagonist protein	177	3	Anti-inflammatory antagonist of interleukin-1 family of proinflammatory cytokines such as interleukin-1beta/IL1B and interleukin-1alpha/IL1A. Protects from immune dysregulation and uncontrolled systemic inflammation triggered by IL1 for a range of innate stimulatory agents such as pathogens	Cytoplasm	0	0	11	0
IL1RN	ENSP00000329072.3	ENST00000354115.6	159	P18510	IL1RA_HUMAN	Interleukin-1 receptor antagonist protein	177	18	Anti-inflammatory antagonist of interleukin-1 family of proinflammatory cytokines such as interleukin-1beta/IL1B and interleukin-1alpha/IL1A. Protects from immune dysregulation and uncontrolled systemic inflammation triggered by IL1 for a range of innate stimulatory agents such as pathogens	Cytoplasm	0	0	11	0
IL1RN	ENSP00000512949.1	ENST00000696881.1	143	P18510	IL1RA_HUMAN	Interleukin-1 receptor antagonist protein	177	34	Anti-inflammatory antagonist of interleukin-1 family of proinflammatory cytokines such as interleukin-1beta/IL1B and interleukin-1alpha/IL1A. Protects from immune dysregulation and uncontrolled systemic inflammation triggered by IL1 for a range of innate stimulatory agents such as pathogens	Cytoplasm	0	0	11	0
IL1RN	ENSP00000512947.1	ENST00000696879.1	143	P18510	IL1RA_HUMAN	Interleukin-1 receptor antagonist protein	177	34	Anti-inflammatory antagonist of interleukin-1 family of proinflammatory cytokines such as interleukin-1beta/IL1B and interleukin-1alpha/IL1A. Protects from immune dysregulation and uncontrolled systemic inflammation triggered by IL1 for a range of innate stimulatory agents such as pathogens	Cytoplasm	0	0	11	0
IL1RN	ENSP00000387173.3	ENST00000409930.4	177	P18510	IL1RA_HUMAN	Interleukin-1 receptor antagonist protein	177	0	Anti-inflammatory antagonist of interleukin-1 family of proinflammatory cytokines such as interleukin-1beta/IL1B and interleukin-1alpha/IL1A. Protects from immune dysregulation and uncontrolled systemic inflammation triggered by IL1 for a range of innate stimulatory agents such as pathogens	Cytoplasm	0	0	11	0
KIF1B	ENSP00000366297.4	ENST00000377093.9	1153	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	663	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000502065.1	ENST00000676179.1	1816	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	0	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000512667.1	ENST00000696501.1	151	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	1665	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000263934.6	ENST00000263934.10	1770	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	46	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000512668.1	ENST00000696502.1	1837	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	21	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000512669.1	ENST00000696503.1	1791	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	25	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000512670.1	ENST00000696504.1	1791	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	25	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000366290.1	ENST00000377086.5	1816	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	0	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000366287.1	ENST00000377083.5	1153	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	663	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000366284.1	ENST00000377081.5	1823	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	7	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000478500.1	ENST00000620295.2	1809	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	7	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000480063.1	ENST00000622724.3	1797	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	19	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KIF1B	ENSP00000489057.1	ENST00000635499.1	498	O60333	KIF1B_HUMAN	Kinesin-like protein KIF1B	1816	1318	Has a plus-end-directed microtubule motor activity and functions as a motor for anterograde transport of mitochondria	Mitochondrion	0	0	23	3
KY	ENSP00000397598.2	ENST00000423778.7	661	Q8NBH2	KY_HUMAN	Kyphoscoliosis peptidase	661	0	Probable cytoskeleton-associated protease required for normal muscle growth. Involved in function, maturation and stabilization of the neuromuscular junction. May act by cleaving muscle-specific proteins such as FLNC (By similarity)	Cytoplasm, cytoskeleton; Cytoplasm, myofibril, sarcomere, Z line	0	0	7	0
KY	ENSP00000421297.1	ENST00000508956.5	640	Q8NBH2	KY_HUMAN	Kyphoscoliosis peptidase	661	21	Probable cytoskeleton-associated protease required for normal muscle growth. Involved in function, maturation and stabilization of the neuromuscular junction. May act by cleaving muscle-specific proteins such as FLNC (By similarity)	Cytoplasm, cytoskeleton; Cytoplasm, myofibril, sarcomere, Z line	0	0	7	0
KY	ENSP00000426777.1	ENST00000503669.1	308	B4DGA7	B4DGA7_HUMAN	Kyphoscoliosis peptidase	308	0	Probable cytoskeleton-associated protease required for normal muscle growth. Involved in function, maturation and stabilization of the neuromuscular junction. May act by cleaving muscle-specific proteins such as FLNC	Cytoplasm, cytoskeleton; Cytoplasm, myofibril, sarcomere, Z line	0	0	5	1
LRRC25	ENSP00000340983.2	ENST00000339007.4	305	Q8N386	LRC25_HUMAN	Leucine-rich repeat-containing protein 25	305	0	Plays a role in the inhibition of RLR-mediated type I interferon signaling pathway by targeting RIGI for autophagic degradation. Interacts specifically with ISG15-associated RIGI to promote interaction between RIGI and the autophagic cargo receptor p62/SQSTM1 to mediate RIGI degradation via selective autophagy (PubMed:29288164). Also plays a role in the inhibition of NF-kappa-B signaling pathway and inflammatory response by promoting the degradation of p65/RELA	Membrane; Cytoplasm	0	0	11	0
LRRC25	ENSP00000472290.1	ENST00000595840.1	305	Q8N386	LRC25_HUMAN	Leucine-rich repeat-containing protein 25	305	0	Plays a role in the inhibition of RLR-mediated type I interferon signaling pathway by targeting RIGI for autophagic degradation. Interacts specifically with ISG15-associated RIGI to promote interaction between RIGI and the autophagic cargo receptor p62/SQSTM1 to mediate RIGI degradation via selective autophagy (PubMed:29288164). Also plays a role in the inhibition of NF-kappa-B signaling pathway and inflammatory response by promoting the degradation of p65/RELA	Membrane; Cytoplasm	0	0	11	0
LTF	ENSP00000231751.4	ENST00000231751.9	710	P02788	TRFL_HUMAN	Lactotransferrin	710	0	Transcription factor with antiproliferative properties and ability to induce cell cycle arrest (PubMed:15222485). Binds to the DeltaLf response element found in the SKP1, BAX, DCPS, and SELENOH promoters (PubMed:22320386)	Cytoplasm; Nucleus	0	0	30	2
LTF	ENSP00000405719.2	ENST00000426532.6	666	E7EQB2	E7EQB2_HUMAN	Lactotransferrin	696	30	Transferrins are iron binding transport proteins which can bind two Fe(3+) ions in association with the binding of an anion, usually bicarbonate	Cytoplasmic granule; Secreted	0	0	17	2
LTF	ENSP00000405546.1	ENST00000417439.5	708	E7ER44	E7ER44_HUMAN	Lactotransferrin	708	0	Transferrins are iron binding transport proteins which can bind two Fe(3+) ions in association with the binding of an anion, usually bicarbonate	Cytoplasmic granule; Secreted	0	0	17	2
LTF	ENSP00000397427.1	ENST00000443496.5	696	E7EQB2	E7EQB2_HUMAN	Lactotransferrin	696	0	Transferrins are iron binding transport proteins which can bind two Fe(3+) ions in association with the binding of an anion, usually bicarbonate	Cytoplasmic granule; Secreted	0	0	17	2
LTF	ENSP00000395234.1	ENST00000431944.1	182	B2MV14	B2MV14_HUMAN	Lactotransferrin	585	403	Transferrins are iron binding transport proteins which can bind two Fe(3+) ions in association with the binding of an anion, usually bicarbonate	Secreted	0	0	15	2
